case,unitizer,unit_id,kind,variant_id,baseline,decision,distance
freakinggenius,sentence,s03,delete,sentence-s03-delete,idea,,
freakinggenius,sentence,s04,delete,sentence-s04-delete,idea,,
freakinggenius,sentence,s03,whitespace_jitter,sentence-s03-whitespace_jitter,idea,,
freakinggenius,sentence,s04,whitespace_jitter,sentence-s04-whitespace_jitter,idea,,
freakinggenius,sentence,s05,numeric_magnitude,sentence-s05-numeric_magnitude,idea,,
freakinggenius,sentence,s05,whitespace_jitter,sentence-s05-whitespace_jitter,idea,,
freakinggenius,sentence,s05,delete,sentence-s05-delete,idea,,
freakinggenius,sentence,s07,delete,sentence-s07-delete,idea,,
freakinggenius,sentence,s06,whitespace_jitter,sentence-s06-whitespace_jitter,idea,,
freakinggenius,sentence,s06,delete,sentence-s06-delete,idea,,
freakinggenius,sentence,s08,delete,sentence-s08-delete,idea,,
freakinggenius,sentence,s07,whitespace_jitter,sentence-s07-whitespace_jitter,idea,,
freakinggenius,sentence,s08,numeric_magnitude,sentence-s08-numeric_magnitude,idea,,
freakinggenius,sentence,s09,delete,sentence-s09-delete,idea,,
freakinggenius,sentence,s09,whitespace_jitter,sentence-s09-whitespace_jitter,idea,,
freakinggenius,sentence,s08,whitespace_jitter,sentence-s08-whitespace_jitter,idea,,
freakinggenius,sentence,s10,whitespace_jitter,sentence-s10-whitespace_jitter,idea,,
freakinggenius,sentence,s11,delete,sentence-s11-delete,idea,,
freakinggenius,sentence,s10,delete,sentence-s10-delete,idea,,
freakinggenius,sentence,s11,whitespace_jitter,sentence-s11-whitespace_jitter,idea,,
freakinggenius,sentence,s12,delete,sentence-s12-delete,idea,,
freakinggenius,sentence,s13,delete,sentence-s13-delete,idea,,
freakinggenius,sentence,s14,delete,sentence-s14-delete,idea,,
freakinggenius,sentence,s16,delete,sentence-s16-delete,idea,,
freakinggenius,sentence,s15,delete,sentence-s15-delete,idea,,
freakinggenius,sentence,s18,delete,sentence-s18-delete,idea,,
freakinggenius,sentence,s17,numeric_magnitude,sentence-s17-numeric_magnitude,idea,,
freakinggenius,sentence,s17,delete,sentence-s17-delete,idea,,
freakinggenius,sentence,s19,delete,sentence-s19-delete,idea,,
freakinggenius,sentence,s18,numeric_magnitude,sentence-s18-numeric_magnitude,idea,,
freakinggenius,sentence,s18,whitespace_jitter,sentence-s18-whitespace_jitter,idea,,
freakinggenius,sentence,s19,whitespace_jitter,sentence-s19-whitespace_jitter,idea,,
freakinggenius,sentence,s19,numeric_magnitude,sentence-s19-numeric_magnitude,idea,,
freakinggenius,sentence,s20,delete,sentence-s20-delete,idea,,
freakinggenius,sentence,s21,delete,sentence-s21-delete,idea,,
freakinggenius,sentence,s20,numeric_magnitude,sentence-s20-numeric_magnitude,idea,,
freakinggenius,sentence,s20,whitespace_jitter,sentence-s20-whitespace_jitter,idea,,
freakinggenius,sentence,s21,numeric_magnitude,sentence-s21-numeric_magnitude,idea,,
freakinggenius,sentence,s21,whitespace_jitter,sentence-s21-whitespace_jitter,idea,,
freakinggenius,sentence,s22,delete,sentence-s22-delete,idea,,
freakinggenius,sentence,s22,whitespace_jitter,sentence-s22-whitespace_jitter,idea,,
freakinggenius,sentence,s23,delete,sentence-s23-delete,idea,,
freakinggenius,sentence,s22,comparator_flip,sentence-s22-comparator_flip,idea,,
freakinggenius,sentence,s23,polarity_flip,sentence-s23-polarity_flip,idea,,
freakinggenius,sentence,s23,whitespace_jitter,sentence-s23-whitespace_jitter,idea,,
freakinggenius,sentence,s24,delete,sentence-s24-delete,idea,,
freakinggenius,sentence,s24,whitespace_jitter,sentence-s24-whitespace_jitter,idea,,
himom,sentence,s01,delete,sentence-s01-delete,idea,,
himom,sentence,s01,numeric_magnitude,sentence-s01-numeric_magnitude,idea,,
himom,sentence,s02,numeric_magnitude,sentence-s02-numeric_magnitude,idea,,
himom,sentence,s01,whitespace_jitter,sentence-s01-whitespace_jitter,idea,,
himom,sentence,s02,delete,sentence-s02-delete,idea,,
himom,sentence,s03,numeric_magnitude,sentence-s03-numeric_magnitude,idea,,
himom,sentence,s02,whitespace_jitter,sentence-s02-whitespace_jitter,idea,,
himom,sentence,s03,delete,sentence-s03-delete,idea,,
himom,sentence,s04,delete,sentence-s04-delete,idea,,
himom,sentence,s03,whitespace_jitter,sentence-s03-whitespace_jitter,idea,,
himom,sentence,s04,numeric_magnitude,sentence-s04-numeric_magnitude,idea,,
himom,sentence,s05,delete,sentence-s05-delete,idea,,
himom,sentence,s04,punctuation_normalize,sentence-s04-punctuation_normalize,idea,,
himom,sentence,s04,whitespace_jitter,sentence-s04-whitespace_jitter,idea,,
himom,sentence,s05,whitespace_jitter,sentence-s05-whitespace_jitter,idea,,
himom,sentence,s06,numeric_magnitude,sentence-s06-numeric_magnitude,idea,,
himom,sentence,s06,delete,sentence-s06-delete,idea,,
himom,sentence,s06,whitespace_jitter,sentence-s06-whitespace_jitter,idea,,
himom,sentence,s07,delete,sentence-s07-delete,idea,,
himom,sentence,s07,whitespace_jitter,sentence-s07-whitespace_jitter,idea,,
himom,sentence,s08,delete,sentence-s08-delete,idea,,
himom,sentence,s09,delete,sentence-s09-delete,idea,,
himom,sentence,s08,whitespace_jitter,sentence-s08-whitespace_jitter,idea,,
himom,sentence,s09,whitespace_jitter,sentence-s09-whitespace_jitter,idea,,
himom,sentence,s10,delete,sentence-s10-delete,idea,,
himom,sentence,s09,numeric_magnitude,sentence-s09-numeric_magnitude,idea,,
himom,sentence,s10,whitespace_jitter,sentence-s10-whitespace_jitter,idea,,
himom,sentence,s11,whitespace_jitter,sentence-s11-whitespace_jitter,idea,,
himom,sentence,s11,delete,sentence-s11-delete,idea,,
himom,sentence,s12,whitespace_jitter,sentence-s12-whitespace_jitter,idea,,
himom,sentence,s12,delete,sentence-s12-delete,idea,,
meridian,sentence,s01,delete,sentence-s01-delete,pre-seed,,
meridian,sentence,s02,delete,sentence-s02-delete,pre-seed,,
meridian,sentence,s01,punctuation_normalize,sentence-s01-punctuation_normalize,pre-seed,,
meridian,sentence,s01,whitespace_jitter,sentence-s01-whitespace_jitter,pre-seed,,
meridian,sentence,s03,delete,sentence-s03-delete,pre-seed,,
meridian,sentence,s02,whitespace_jitter,sentence-s02-whitespace_jitter,pre-seed,,
meridian,sentence,s02,punctuation_normalize,sentence-s02-punctuation_normalize,pre-seed,,
meridian,sentence,s04,delete,sentence-s04-delete,pre-seed,,
meridian,sentence,s04,whitespace_jitter,sentence-s04-whitespace_jitter,pre-seed,,
meridian,sentence,s03,whitespace_jitter,sentence-s03-whitespace_jitter,pre-seed,,
meridian,sentence,s05,delete,sentence-s05-delete,pre-seed,,
meridian,sentence,s05,punctuation_normalize,sentence-s05-punctuation_normalize,pre-seed,,
meridian,sentence,s05,whitespace_jitter,sentence-s05-whitespace_jitter,pre-seed,,
meridian,sentence,s06,whitespace_jitter,sentence-s06-whitespace_jitter,pre-seed,,
meridian,sentence,s07,delete,sentence-s07-delete,pre-seed,,
meridian,sentence,s06,delete,sentence-s06-delete,pre-seed,,
meridian,sentence,s08,whitespace_jitter,sentence-s08-whitespace_jitter,pre-seed,,
meridian,sentence,s09,delete,sentence-s09-delete,pre-seed,,
meridian,sentence,s08,delete,sentence-s08-delete,pre-seed,,
meridian,sentence,s10,delete,sentence-s10-delete,pre-seed,,
meridian,sentence,s09,whitespace_jitter,sentence-s09-whitespace_jitter,pre-seed,,
meridian,sentence,s09,numeric_magnitude,sentence-s09-numeric_magnitude,pre-seed,,
meridian,sentence,s11,delete,sentence-s11-delete,pre-seed,,
meridian,sentence,s11,whitespace_jitter,sentence-s11-whitespace_jitter,pre-seed,,
meridian,sentence,s10,whitespace_jitter,sentence-s10-whitespace_jitter,pre-seed,,
meridian,sentence,s13,delete,sentence-s13-delete,pre-seed,,
meridian,sentence,s12,delete,sentence-s12-delete,pre-seed,,
meridian,sentence,s12,whitespace_jitter,sentence-s12-whitespace_jitter,pre-seed,,
meridian,sentence,s13,numeric_magnitude,sentence-s13-numeric_magnitude,pre-seed,,
meridian,sentence,s13,whitespace_jitter,sentence-s13-whitespace_jitter,pre-seed,,
meridian,sentence,s14,delete,sentence-s14-delete,pre-seed,,
meridian,sentence,s15,delete,sentence-s15-delete,pre-seed,,
meridian,sentence,s15,whitespace_jitter,sentence-s15-whitespace_jitter,pre-seed,,
meridian,sentence,s14,whitespace_jitter,sentence-s14-whitespace_jitter,pre-seed,,
meridian,sentence,s16,whitespace_jitter,sentence-s16-whitespace_jitter,pre-seed,,
meridian,sentence,s16,delete,sentence-s16-delete,pre-seed,,
meridian,sentence,s17,delete,sentence-s17-delete,pre-seed,,
meridian,sentence,s17,numeric_magnitude,sentence-s17-numeric_magnitude,pre-seed,,
meridian,sentence,s18,delete,sentence-s18-delete,pre-seed,,
meridian,sentence,s17,whitespace_jitter,sentence-s17-whitespace_jitter,pre-seed,,
meridian,sentence,s18,whitespace_jitter,sentence-s18-whitespace_jitter,pre-seed,,
meridian,sentence,s19,delete,sentence-s19-delete,pre-seed,,
meridian,sentence,s19,numeric_magnitude,sentence-s19-numeric_magnitude,pre-seed,,
meridian,sentence,s20,numeric_magnitude,sentence-s20-numeric_magnitude,pre-seed,,
meridian,sentence,s19,whitespace_jitter,sentence-s19-whitespace_jitter,pre-seed,,
meridian,sentence,s20,delete,sentence-s20-delete,pre-seed,,
meridian,sentence,s20,whitespace_jitter,sentence-s20-whitespace_jitter,pre-seed,,
meridian,sentence,s21,delete,sentence-s21-delete,pre-seed,,
meridian,sentence,s21,numeric_magnitude,sentence-s21-numeric_magnitude,pre-seed,,
meridian,sentence,s22,whitespace_jitter,sentence-s22-whitespace_jitter,pre-seed,,
meridian,sentence,s22,delete,sentence-s22-delete,pre-seed,,
meridian,sentence,s21,whitespace_jitter,sentence-s21-whitespace_jitter,pre-seed,,
meridian,sentence,s24,delete,sentence-s24-delete,pre-seed,,
meridian,sentence,s23,whitespace_jitter,sentence-s23-whitespace_jitter,pre-seed,,
meridian,sentence,s23,delete,sentence-s23-delete,pre-seed,,
meridian,sentence,s24,whitespace_jitter,sentence-s24-whitespace_jitter,pre-seed,,
meridian,sentence,s25,whitespace_jitter,sentence-s25-whitespace_jitter,pre-seed,,
meridian,sentence,s25,delete,sentence-s25-delete,pre-seed,,
meridian,sentence,s26,whitespace_jitter,sentence-s26-whitespace_jitter,pre-seed,,
meridian,sentence,s26,delete,sentence-s26-delete,pre-seed,,
narma,sentence,s01,delete,sentence-s01-delete,idea,,
narma,sentence,s01,whitespace_jitter,sentence-s01-whitespace_jitter,idea,,
narma,sentence,s01,punctuation_normalize,sentence-s01-punctuation_normalize,idea,,
narma,sentence,s02,delete,sentence-s02-delete,idea,,
narma,sentence,s03,delete,sentence-s03-delete,idea,,
narma,sentence,s03,numeric_magnitude,sentence-s03-numeric_magnitude,idea,,
narma,sentence,s02,whitespace_jitter,sentence-s02-whitespace_jitter,idea,,
narma,sentence,s04,numeric_magnitude,sentence-s04-numeric_magnitude,idea,,
narma,sentence,s03,whitespace_jitter,sentence-s03-whitespace_jitter,idea,,
narma,sentence,s04,delete,sentence-s04-delete,idea,,
narma,sentence,s04,whitespace_jitter,sentence-s04-whitespace_jitter,idea,,
narma,sentence,s05,delete,sentence-s05-delete,idea,,
narma,sentence,s04,punctuation_normalize,sentence-s04-punctuation_normalize,idea,,
narma,sentence,s05,punctuation_normalize,sentence-s05-punctuation_normalize,idea,,
narma,sentence,s05,whitespace_jitter,sentence-s05-whitespace_jitter,idea,,
narma,sentence,s05,numeric_magnitude,sentence-s05-numeric_magnitude,idea,,
narma,sentence,s06,delete,sentence-s06-delete,idea,,
narma,sentence,s06,whitespace_jitter,sentence-s06-whitespace_jitter,idea,,
narma,sentence,s06,punctuation_normalize,sentence-s06-punctuation_normalize,idea,,
narma,sentence,s07,whitespace_jitter,sentence-s07-whitespace_jitter,idea,,
narma,sentence,s07,polarity_flip,sentence-s07-polarity_flip,idea,,
narma,sentence,s07,delete,sentence-s07-delete,idea,,
narma,sentence,s07,punctuation_normalize,sentence-s07-punctuation_normalize,idea,,
narma,sentence,s08,whitespace_jitter,sentence-s08-whitespace_jitter,idea,,
narma,sentence,s08,delete,sentence-s08-delete,idea,,
narma,sentence,s09,delete,sentence-s09-delete,idea,,
narma,sentence,s10,delete,sentence-s10-delete,idea,,
narma,sentence,s09,whitespace_jitter,sentence-s09-whitespace_jitter,idea,,
narma,sentence,s11,delete,sentence-s11-delete,idea,,
narma,sentence,s11,whitespace_jitter,sentence-s11-whitespace_jitter,idea,,
narma,sentence,s10,whitespace_jitter,sentence-s10-whitespace_jitter,idea,,
northpass,sentence,s01,punctuation_normalize,sentence-s01-punctuation_normalize,idea,,
northpass,sentence,s01,whitespace_jitter,sentence-s01-whitespace_jitter,idea,,
northpass,sentence,s01,delete,sentence-s01-delete,idea,,
northpass,sentence,s03,delete,sentence-s03-delete,idea,,
northpass,sentence,s02,whitespace_jitter,sentence-s02-whitespace_jitter,idea,,
northpass,sentence,s02,delete,sentence-s02-delete,idea,,
northpass,sentence,s04,numeric_magnitude,sentence-s04-numeric_magnitude,idea,,
northpass,sentence,s04,delete,sentence-s04-delete,idea,,
northpass,sentence,s03,whitespace_jitter,sentence-s03-whitespace_jitter,idea,,
northpass,sentence,s05,whitespace_jitter,sentence-s05-whitespace_jitter,idea,,
northpass,sentence,s06,delete,sentence-s06-delete,idea,,
northpass,sentence,s05,delete,sentence-s05-delete,idea,,
northpass,sentence,s07,whitespace_jitter,sentence-s07-whitespace_jitter,idea,,
northpass,sentence,s06,whitespace_jitter,sentence-s06-whitespace_jitter,idea,,
northpass,sentence,s07,delete,sentence-s07-delete,idea,,
northpass,sentence,s09,delete,sentence-s09-delete,idea,,
northpass,sentence,s08,delete,sentence-s08-delete,idea,,
northpass,sentence,s08,whitespace_jitter,sentence-s08-whitespace_jitter,idea,,
northpass,sentence,s10,delete,sentence-s10-delete,idea,,
northpass,sentence,s09,punctuation_normalize,sentence-s09-punctuation_normalize,idea,,
northpass,sentence,s09,whitespace_jitter,sentence-s09-whitespace_jitter,idea,,
northpass,sentence,s10,numeric_magnitude,sentence-s10-numeric_magnitude,idea,,
northpass,sentence,s11,delete,sentence-s11-delete,idea,,
northpass,sentence,s10,whitespace_jitter,sentence-s10-whitespace_jitter,idea,,
northpass,sentence,s12,delete,sentence-s12-delete,idea,,
northpass,sentence,s11,whitespace_jitter,sentence-s11-whitespace_jitter,idea,,
northpass,sentence,s11,punctuation_normalize,sentence-s11-punctuation_normalize,idea,,
northpass,sentence,s12,whitespace_jitter,sentence-s12-whitespace_jitter,idea,,
northpass,sentence,s13,whitespace_jitter,sentence-s13-whitespace_jitter,idea,,
northpass,sentence,s13,delete,sentence-s13-delete,idea,,
northpass,sentence,s14,delete,sentence-s14-delete,idea,,
northpass,sentence,s15,delete,sentence-s15-delete,idea,,
northpass,sentence,s15,whitespace_jitter,sentence-s15-whitespace_jitter,idea,,
northpass,sentence,s17,delete,sentence-s17-delete,idea,,
northpass,sentence,s16,whitespace_jitter,sentence-s16-whitespace_jitter,idea,,
northpass,sentence,s16,delete,sentence-s16-delete,idea,,
northpass,sentence,s18,whitespace_jitter,sentence-s18-whitespace_jitter,idea,,
northpass,sentence,s18,delete,sentence-s18-delete,idea,,
northpass,sentence,s17,whitespace_jitter,sentence-s17-whitespace_jitter,idea,,
northpass,sentence,s19,numeric_magnitude,sentence-s19-numeric_magnitude,idea,,
northpass,sentence,s19,whitespace_jitter,sentence-s19-whitespace_jitter,idea,,
northpass,sentence,s19,delete,sentence-s19-delete,idea,,
northpass,sentence,s21,delete,sentence-s21-delete,idea,,
northpass,sentence,s20,whitespace_jitter,sentence-s20-whitespace_jitter,idea,,
northpass,sentence,s20,delete,sentence-s20-delete,idea,,
northpass,sentence,s21,whitespace_jitter,sentence-s21-whitespace_jitter,idea,,
northpass,sentence,s22,delete,sentence-s22-delete,idea,,
northpass,sentence,s22,comparator_flip,sentence-s22-comparator_flip,idea,,
northpass,sentence,s22,whitespace_jitter,sentence-s22-whitespace_jitter,idea,,
northpass,sentence,s23,polarity_flip,sentence-s23-polarity_flip,idea,,
northpass,sentence,s23,delete,sentence-s23-delete,idea,,
northpass,sentence,s23,whitespace_jitter,sentence-s23-whitespace_jitter,idea,,
northpass,sentence,s24,delete,sentence-s24-delete,idea,,
northpass,sentence,s25,delete,sentence-s25-delete,idea,,
northpass,sentence,s27,delete,sentence-s27-delete,idea,,
northpass,sentence,s26,delete,sentence-s26-delete,idea,,
northpass,sentence,s27,whitespace_jitter,sentence-s27-whitespace_jitter,idea,,
readyrounds,sentence,s01,delete,sentence-s01-delete,idea,,
readyrounds,sentence,s01,punctuation_normalize,sentence-s01-punctuation_normalize,idea,,
readyrounds,sentence,s01,whitespace_jitter,sentence-s01-whitespace_jitter,idea,,
readyrounds,sentence,s03,delete,sentence-s03-delete,idea,,
readyrounds,sentence,s02,whitespace_jitter,sentence-s02-whitespace_jitter,idea,,
readyrounds,sentence,s02,delete,sentence-s02-delete,idea,,
readyrounds,sentence,s04,whitespace_jitter,sentence-s04-whitespace_jitter,idea,,
readyrounds,sentence,s03,whitespace_jitter,sentence-s03-whitespace_jitter,idea,,
readyrounds,sentence,s04,delete,sentence-s04-delete,idea,,
readyrounds,sentence,s05,whitespace_jitter,sentence-s05-whitespace_jitter,idea,,
readyrounds,sentence,s05,delete,sentence-s05-delete,idea,,
readyrounds,sentence,s06,delete,sentence-s06-delete,idea,,
readyrounds,sentence,s07,delete,sentence-s07-delete,idea,,
readyrounds,sentence,s06,whitespace_jitter,sentence-s06-whitespace_jitter,idea,,
readyrounds,sentence,s07,whitespace_jitter,sentence-s07-whitespace_jitter,idea,,
readyrounds,sentence,s09,delete,sentence-s09-delete,idea,,
readyrounds,sentence,s08,whitespace_jitter,sentence-s08-whitespace_jitter,idea,,
readyrounds,sentence,s08,delete,sentence-s08-delete,idea,,
readyrounds,sentence,s09,numeric_magnitude,sentence-s09-numeric_magnitude,idea,,
readyrounds,sentence,s09,whitespace_jitter,sentence-s09-whitespace_jitter,idea,,
readyrounds,sentence,s09,comparator_flip,sentence-s09-comparator_flip,idea,,
readyrounds,sentence,s10,delete,sentence-s10-delete,idea,,
readyrounds,sentence,s10,comparator_flip,sentence-s10-comparator_flip,idea,,
readyrounds,sentence,s10,numeric_magnitude,sentence-s10-numeric_magnitude,idea,,
rhodium,sentence,s01,delete,sentence-s01-delete,growth,,
rhodium,sentence,s01,whitespace_jitter,sentence-s01-whitespace_jitter,growth,,
readyrounds,sentence,s10,whitespace_jitter,sentence-s10-whitespace_jitter,idea,,
rhodium,sentence,s02,whitespace_jitter,sentence-s02-whitespace_jitter,growth,,
rhodium,sentence,s03,delete,sentence-s03-delete,growth,,
rhodium,sentence,s02,delete,sentence-s02-delete,growth,,
rhodium,sentence,s03,whitespace_jitter,sentence-s03-whitespace_jitter,growth,,
rhodium,sentence,s04,delete,sentence-s04-delete,growth,,
rhodium,sentence,s03,punctuation_normalize,sentence-s03-punctuation_normalize,growth,,
rhodium,sentence,s05,delete,sentence-s05-delete,growth,,
rhodium,sentence,s04,whitespace_jitter,sentence-s04-whitespace_jitter,growth,,
rhodium,sentence,s04,numeric_magnitude,sentence-s04-numeric_magnitude,growth,,
rhodium,sentence,s05,whitespace_jitter,sentence-s05-whitespace_jitter,growth,,
rhodium,sentence,s05,numeric_magnitude,sentence-s05-numeric_magnitude,growth,,
rhodium,sentence,s06,delete,sentence-s06-delete,growth,,
rhodium,sentence,s07,delete,sentence-s07-delete,growth,,
rhodium,sentence,s06,whitespace_jitter,sentence-s06-whitespace_jitter,growth,,
rhodium,sentence,s06,numeric_magnitude,sentence-s06-numeric_magnitude,growth,,
rhodium,sentence,s08,numeric_magnitude,sentence-s08-numeric_magnitude,growth,,
rhodium,sentence,s07,whitespace_jitter,sentence-s07-whitespace_jitter,growth,,
rhodium,sentence,s08,delete,sentence-s08-delete,growth,,
rhodium,sentence,s09,delete,sentence-s09-delete,growth,,
rhodium,sentence,s08,whitespace_jitter,sentence-s08-whitespace_jitter,growth,,
rhodium,sentence,s09,numeric_magnitude,sentence-s09-numeric_magnitude,growth,,
rhodium,sentence,s09,whitespace_jitter,sentence-s09-whitespace_jitter,growth,,
rhodium,sentence,s10,delete,sentence-s10-delete,growth,,
rhodium,sentence,s09,punctuation_normalize,sentence-s09-punctuation_normalize,growth,,
rhodium,sentence,s11,numeric_magnitude,sentence-s11-numeric_magnitude,growth,,
rhodium,sentence,s10,whitespace_jitter,sentence-s10-whitespace_jitter,growth,,
rhodium,sentence,s11,delete,sentence-s11-delete,growth,,
rhodium,sentence,s11,whitespace_jitter,sentence-s11-whitespace_jitter,growth,,
rhodium,sentence,s12,delete,sentence-s12-delete,growth,,
rhodium,sentence,s12,numeric_magnitude,sentence-s12-numeric_magnitude,growth,,
rhodium,sentence,s13,whitespace_jitter,sentence-s13-whitespace_jitter,growth,,
rhodium,sentence,s12,whitespace_jitter,sentence-s12-whitespace_jitter,growth,,
rhodium,sentence,s13,delete,sentence-s13-delete,growth,,
rhodium,sentence,s14,delete,sentence-s14-delete,growth,,
rhodium,sentence,s14,whitespace_jitter,sentence-s14-whitespace_jitter,growth,,
rhodium,sentence,s15,delete,sentence-s15-delete,growth,,
rhodium,sentence,s15,whitespace_jitter,sentence-s15-whitespace_jitter,growth,,
rhodium,sentence,s16,delete,sentence-s16-delete,growth,,
rhodium,sentence,s15,numeric_magnitude,sentence-s15-numeric_magnitude,growth,,
rhodium,sentence,s17,delete,sentence-s17-delete,growth,,
rhodium,sentence,s17,numeric_magnitude,sentence-s17-numeric_magnitude,growth,,
rhodium,sentence,s16,whitespace_jitter,sentence-s16-whitespace_jitter,growth,,
rhodium,sentence,s18,delete,sentence-s18-delete,growth,,
rhodium,sentence,s17,whitespace_jitter,sentence-s17-whitespace_jitter,growth,,
rhodium,sentence,s18,numeric_magnitude,sentence-s18-numeric_magnitude,growth,,
rhodium,sentence,s19,delete,sentence-s19-delete,growth,,
rhodium,sentence,s19,numeric_magnitude,sentence-s19-numeric_magnitude,growth,,
rhodium,sentence,s18,whitespace_jitter,sentence-s18-whitespace_jitter,growth,,
rhodium,sentence,s20,delete,sentence-s20-delete,growth,,
rhodium,sentence,s20,numeric_magnitude,sentence-s20-numeric_magnitude,growth,,
rhodium,sentence,s19,whitespace_jitter,sentence-s19-whitespace_jitter,growth,,
rhodium,sentence,s21,comparator_flip,sentence-s21-comparator_flip,growth,,
rhodium,sentence,s20,whitespace_jitter,sentence-s20-whitespace_jitter,growth,,
rhodium,sentence,s21,delete,sentence-s21-delete,growth,,
rhodium,sentence,s22,delete,sentence-s22-delete,growth,,
rhodium,sentence,s21,whitespace_jitter,sentence-s21-whitespace_jitter,growth,,
rhodium,sentence,s22,polarity_flip,sentence-s22-polarity_flip,growth,,
rhodium,sentence,s23,delete,sentence-s23-delete,growth,,
rhodium,sentence,s23,whitespace_jitter,sentence-s23-whitespace_jitter,growth,,
rhodium,sentence,s22,whitespace_jitter,sentence-s22-whitespace_jitter,growth,,
rhodium,sentence,s24,delete,sentence-s24-delete,growth,,
rhodium,sentence,s24,whitespace_jitter,sentence-s24-whitespace_jitter,growth,,
rhodium,sentence,s25,delete,sentence-s25-delete,growth,,
rhodium,sentence,s25,punctuation_normalize,sentence-s25-punctuation_normalize,growth,,
rhodium,sentence,s25,whitespace_jitter,sentence-s25-whitespace_jitter,growth,,
rhodium,sentence,s25,numeric_magnitude,sentence-s25-numeric_magnitude,growth,,
stagehand,sentence,s01,delete,sentence-s01-delete,idea,,
stagehand,sentence,s02,delete,sentence-s02-delete,idea,,
stagehand,sentence,s01,whitespace_jitter,sentence-s01-whitespace_jitter,idea,,
stagehand,sentence,s03,whitespace_jitter,sentence-s03-whitespace_jitter,idea,,
stagehand,sentence,s02,whitespace_jitter,sentence-s02-whitespace_jitter,idea,,
stagehand,sentence,s03,delete,sentence-s03-delete,idea,,
stagehand,sentence,s04,delete,sentence-s04-delete,idea,,
stagehand,sentence,s04,comparator_flip,sentence-s04-comparator_flip,idea,,
stagehand,sentence,s03,punctuation_normalize,sentence-s03-punctuation_normalize,idea,,
stagehand,sentence,s04,whitespace_jitter,sentence-s04-whitespace_jitter,idea,,
stagehand,sentence,s05,delete,sentence-s05-delete,idea,,
stagehand,sentence,s05,whitespace_jitter,sentence-s05-whitespace_jitter,idea,,
stagehand,sentence,s06,whitespace_jitter,sentence-s06-whitespace_jitter,idea,,
stagehand,sentence,s05,punctuation_normalize,sentence-s05-punctuation_normalize,idea,,
stagehand,sentence,s06,delete,sentence-s06-delete,idea,,
stagehand,sentence,s07,delete,sentence-s07-delete,idea,,
stagehand,sentence,s07,whitespace_jitter,sentence-s07-whitespace_jitter,idea,,
stagehand,sentence,s08,delete,sentence-s08-delete,idea,,
stagehand,sentence,s09,whitespace_jitter,sentence-s09-whitespace_jitter,idea,,
stagehand,sentence,s08,whitespace_jitter,sentence-s08-whitespace_jitter,idea,,
stagehand,sentence,s09,delete,sentence-s09-delete,idea,,
stagehand,sentence,s11,delete,sentence-s11-delete,idea,,
stagehand,sentence,s10,whitespace_jitter,sentence-s10-whitespace_jitter,idea,,
stagehand,sentence,s10,delete,sentence-s10-delete,idea,,
stagehand,sentence,s11,whitespace_jitter,sentence-s11-whitespace_jitter,idea,,
stagehand,sentence,s12,delete,sentence-s12-delete,idea,,
stagehand,sentence,s12,whitespace_jitter,sentence-s12-whitespace_jitter,idea,,
